asn,google_total_hits,facebook_total_hits,wikipedia_total_hits,imgur_total_hits,youtube_total_hits,total_hits
135409,1613,139,214,3,541,2510
135423,409,3,6,3,61,482
135449,294,32,128,2,65,521
135450,91,30,0,0,52,173
135459,106,6,40,0,30,182
135464,287,35,0,14,69,405
135465,52,23,0,0,5,80
135468,345,64,11,0,79,499
135471,254,73,101,1,34,463
135474,448,60,86,12,165,771
135477,884,506,242,55,643,2330
135478,1148,1442,287,89,1148,4114
135480,269,99,13,0,42,423
135484,574,138,144,10,476,1342
13549,0,0,0,0,0,0
135499,33,1,0,1,16,51
135572,112,1,0,0,2,115
135582,271,8,139,6,96,520
135589,286,81,139,4,142,652
135594,538,31,246,28,219,1062
135600,2797,239,185,34,482,3737
135607,3589,64,614,27,1503,5797
135636,527,102,121,5,151,906
135645,231,1,0,4,24,260
135652,145,33,0,0,0,178
135685,299,122,131,8,11,571
135686,193,56,135,9,36,429
135688,286,214,141,18,187,846
135690,1,66,143,4,0,214
135691,282,138,118,13,111,662
135697,27,30,0,0,0,57
135702,0,79,55,6,0,140
135703,91,11,11,3,9,125
135705,294,50,107,10,8,469
135715,288,157,143,23,202,813
135718,2004,964,1133,125,786,5012
13572,0,0,0,4,0,4
135721,242,29,138,13,191,613
135722,519,308,257,10,37,1131
135724,1078,497,566,54,256,2451
135726,185,25,130,4,3,347
135733,286,294,141,21,191,933
135735,859,325,336,24,208,1752
135739,200,66,143,1,70,480
135743,286,279,143,27,196,931
135744,543,339,144,33,147,1206
135755,286,103,144,14,100,647
135758,0,253,158,25,0,436
13576,0,0,0,0,0,0
135760,228,0,143,0,0,371
135762,492,160,141,21,74,888
135768,286,116,143,13,57,615
135775,366,113,122,4,28,633
135776,557,354,154,61,229,1355
135780,1,274,205,21,0,501
135781,37,13,94,3,8,155
135782,310,168,231,17,156,882
135783,0,4,85,0,0,89
135792,45,0,110,1,4,160
135795,1010,320,428,52,240,2050
135801,162,60,83,11,0,316
135802,239,60,144,3,40,486
135804,164,195,27,12,0,398
135808,320,124,62,8,34,548
135809,287,12,143,4,25,471
135810,178,26,0,4,12,220
135815,33,41,76,9,0,159
135817,135,50,278,3,31,497
135818,286,264,143,26,215,934
135824,0,0,0,0,0,0
135826,546,199,395,24,110,1274
135834,571,353,278,30,152,1384
135835,0,11,0,0,0,11
135836,273,107,143,7,31,561
135837,288,244,143,31,151,857
135839,278,69,21,7,33,408
135844,179,20,143,1,26,369
135845,287,374,144,22,159,986
135846,120,177,143,18,135,593
13585,1581,230,0,30,68,1909
135851,299,93,242,5,46,685
135854,421,87,111,9,26,654
135855,244,31,93,2,6,376
135859,0,116,15,13,0,144
135861,275,100,143,16,191,725
135876,146,279,159,20,0,604
135887,23095,1114,404,356,11637,36606
135905,4384,178,24,30,288,4904
1360,0,0,0,0,0,0
136000,139,0,0,0,1,140
13604,0,0,0,0,0,0
136040,0,0,0,0,0,0
136052,758,342,17,16,301,1434
136055,59,9,58,1,8,135
136065,288,316,144,24,243,1015
136067,67,0,0,0,1,68
136075,88,15,80,2,13,198
136078,287,75,144,6,175,687
136088,539,102,130,2,239,1012
136093,691,98,223,7,164,1183
136100,391,90,0,10,174,665
136101,258,55,0,6,36,355
136107,443,204,48,3,530,1228
136111,18,4,0,0,0,22
136119,2418,732,307,45,994,4496
136121,97,13,91,1,21,223
136128,287,24,143,1,90,545
136131,353,33,82,0,246,714
13614,0,0,0,0,0,0
136167,460,0,0,0,27,487
136175,9,0,0,0,19,28
136190,667,50,4,0,19,740
136198,307,80,4,1,76,468
136199,932,60,50,0,12,1054
136200,7981,1305,254,8,569,10117
136230,0,49,152,10,0,211
136237,23,0,0,0,1,24
136244,203,16,24,1,56,300
136258,11,0,0,0,1,12
136279,0,30,76,4,0,110
136284,1411,1043,588,95,679,3816
136285,24,1,0,0,2,27
136288,286,203,141,23,213,866
136295,287,192,143,22,152,796
136297,286,180,141,23,137,767
136300,283,203,141,25,163,815
136301,264,35,0,1,24,324
136302,978,513,429,45,168,2133
136305,438,196,143,19,154,950
136306,185,201,47,7,6,446
136308,9,30,58,0,0,97
136320,114,44,143,6,24,331
136327,203,83,141,7,24,458
136328,113,21,131,4,26,295
136330,270,95,116,7,60,548
136333,281,106,142,23,102,654
136334,4402,2637,1498,319,1953,10809
136336,12,203,152,17,84,468
136337,0,69,0,4,0,73
136342,703,264,9,27,108,1111
136343,292,74,143,8,24,541
136344,0,147,78,22,0,247
136345,286,167,141,13,90,697
136349,0,24,74,4,0,102
136355,286,257,143,35,182,903
136356,84,21,22,2,6,135
136358,287,207,141,26,173,834
136361,283,151,140,24,91,689
136364,45,23,107,4,11,190
136365,254,82,13,6,31,386
136368,0,207,76,10,0,293
136371,0,229,136,20,0,385
136372,0,0,42,0,0,42
136373,764,330,282,33,156,1565
136374,179,67,171,11,67,495
136376,286,174,143,13,136,752
136377,660,165,26,16,48,915
136379,55,0,0,9,2,66
13638,1,0,152,0,0,153
136384,0,0,0,10,91,101
136393,0,57,67,5,0,129
136404,52,1,0,0,33,86
13641,0,0,0,0,0,0
13649,508,4,52,10,5,579
136493,196,1,0,3,24,224
13651,0,0,0,0,0,0
136513,300,2,0,1,0,303
136515,2030,91,544,51,1076,3792
136518,226,16,4,4,0,250
136538,260,90,0,15,6,371
13654,0,0,0,0,0,0
136547,358,2,2,1,0,363
136557,1006,990,6,41,363,2406
13659,0,0,0,0,0,0
136620,16,0,0,1,1,18
136634,21,32,0,4,28,85
136636,450,209,144,20,46,869
136639,788,596,494,53,375,2306
136646,187,117,0,15,45,364
136649,1,27,45,0,1,74
136651,260,124,141,15,88,628
136653,85,22,139,1,12,259
136654,286,201,144,26,165,822
136665,23,4,67,1,2,97
136671,286,203,141,26,177,833
136676,252,92,143,10,37,534
136684,0,69,78,9,0,156
136688,0,11,76,3,0,90
136700,0,77,139,10,0,226
136708,0,195,78,24,0,297
136710,69,52,0,13,11,145
136714,620,320,127,27,89,1183
136716,0,121,78,13,0,212
136717,253,41,141,4,33,472
136719,286,164,4,29,119,602
13672,0,1,422,13,0,436
136721,503,242,143,11,103,1002
136749,0,62,58,4,0,124
13676,1,0,0,0,0,1
136782,11,0,4,0,6,21
136800,904,3,117,8,113,1145
136803,572,1,76,1,113,763
136805,568,31,0,4,305,908
136823,346,9,51,1,177,584
136841,288,20,100,1,41,450
136856,271,31,2,0,25,329
136861,571,155,116,7,191,1040
136865,260,160,0,1,242,663
136873,554,277,144,4,498,1477
136874,90,33,72,1,30,226
136879,591,58,203,2,73,927
136880,259,4,15,2,14,294
136885,155,5,0,0,1,161
136897,706,3,4,17,147,877
136902,458,98,98,20,114,788
136907,7265,425,171,320,1781,9962
13692,1821,158,104,20,511,2614
136929,494,13,11,26,159,703
13693,0,0,0,0,0,0
136956,0,80,74,4,0,158
136958,1126,26,48,0,3,1203
136959,224,0,0,4,1,229
136972,571,446,128,25,522,1692
136982,556,11,48,0,32,647
136993,1448,3,0,22,64,1537
136994,1310,771,385,46,570,3082
137,16740,258,722,4,1856,19580
137000,527,224,226,21,129,1127
137004,144,20,352,2,9,527
137005,0,9,0,0,0,9
137074,462,23,8,6,20,519
137083,321,41,126,17,110,615
137084,1,164,131,12,0,308
137085,294,164,144,15,59,676
137093,524,241,286,19,74,1144
137097,251,217,111,17,94,690
137098,1004,407,713,56,339,2519
137100,199,43,112,4,2,360
137101,597,347,233,32,101,1310
137109,846,516,432,56,584,2434
137110,271,60,116,17,68,532
137118,88,31,139,1,7,266
137123,218,49,143,6,42,458
137125,285,107,133,8,40,573
137132,4,51,76,6,1,138
137135,655,282,109,39,129,1214
137142,274,102,125,24,95,620
137143,0,140,143,12,0,295
137144,283,164,141,13,78,679
137151,801,227,287,28,96,1439
137152,282,121,143,16,80,642
137154,284,99,143,7,93,626
137159,122,13,11,1,3,150
137165,569,379,141,23,72,1184
137166,2355,1105,909,136,818,5323
137167,0,48,83,6,0,137
137169,67,16,135,0,4,222
137172,249,60,141,9,26,485
137174,261,113,143,10,53,580
137181,413,151,105,20,46,735
137226,5730,374,646,111,1992,8853
137236,491,200,85,1,132,909
137248,288,104,0,16,131,539
137263,1000,17,0,9,60,1086
13728,0,0,0,0,0,0
137287,88,5,0,1,10,104
137302,16,2,0,0,0,18
137306,44,7,100,1,1,153
137308,31,55,0,0,9,95
137311,329,6,99,2,5,441
137316,306,20,0,0,83,409
137324,186,31,15,0,8,240
137329,575,337,137,9,488,1546
137331,882,235,308,31,334,1790
137342,196,1,0,0,5,202
137363,507,121,9,3,109,749
137378,240,43,73,0,36,392
137384,34,4,44,0,1,83
137406,1073,5,90,2,180,1350
137409,598,38,2,5,123,766
13742,0,0,0,0,0,0
137443,2822,10,45,18,117,3012
137487,356,0,4,0,21,381
137522,569,318,171,23,388,1469
137586,270,67,118,13,31,499
137594,147,103,75,3,33,361
13760,0,0,0,0,0,0
137608,214,48,110,7,6,385
137612,286,138,119,10,92,645
137619,286,305,143,28,176,938
137620,0,51,76,3,0,130
137624,0,182,82,12,0,276
137628,85,30,143,1,7,266
137633,286,166,143,10,175,780
137636,0,168,83,18,0,269
137642,286,46,143,1,91,567
13765,0,0,0,0,0,0
137654,0,11,35,1,0,47
137656,12,23,0,1,48,84
137657,279,145,134,22,99,679
137659,38,8,0,0,1,47
137666,90,8,13,0,1,112
137668,260,96,132,1,42,531
13767,0,0,0,0,0,0
137677,286,206,143,29,158,822
137678,594,313,286,28,117,1338
137679,527,103,143,16,44,833
13768,442,58,0,1,325,826
137681,179,49,143,4,42,417
137687,35,0,0,0,0,35
137689,5072,3,12,4,2,5093
137690,5,0,0,0,0,5
137692,2403,0,0,0,33,2436
137693,200,2,0,0,0,202
137694,598,34,2,0,0,634
137697,1006,19,27,1,24,1077
137702,414,6,0,0,1,421
13776,0,0,0,0,0,0
137785,275,1,0,5,16,297
1378,323,0,0,0,14,337
13781,0,0,0,0,0,0
137811,555,86,159,22,429,1251
137818,281,5,24,1,119,430
13783,32,0,0,0,0,32
137853,2,0,4,1,0,7
137854,0,0,0,0,0,0
137872,2931,6,534,48,2302,5821
137922,157,174,0,10,18,359
137956,112,15,0,0,5,132
13796,0,0,40,0,0,40
137969,351,7,21,6,25,410
137990,296,1,20,3,33,353
137996,217,2,26,7,77,329
138011,23,0,0,2,9,34
138025,396,9,154,20,60,639
13804,271,4,0,0,101,376
138050,256,66,11,16,40,389
138062,149,64,51,1,151,416
138064,576,356,136,4,410,1482
13807,0,0,0,0,0,0
138074,333,228,31,1,135,728
138079,288,34,15,5,60,402
138080,258,98,102,1,76,535
138087,288,20,134,3,124,569
138089,692,237,147,43,291,1410
13809,0,0,0,0,0,0
138096,571,315,124,12,412,1434
138100,864,520,144,28,669,2225
138109,406,161,113,2,202,884
138112,175,36,0,1,6,218
138119,460,31,0,0,83,574
138123,286,222,144,28,280,960
138130,576,400,144,24,645,1789
138131,58,0,2,0,0,60
138134,493,113,116,4,325,1051
138143,12,1,6,1,8,28
138144,15,0,31,0,0,46
138195,0,0,0,0,0,0
138225,290,181,208,20,129,828
138227,286,150,139,13,72,660
13823,0,0,0,0,0,0
138235,278,303,142,40,91,854
138239,172,10,105,2,2,291
138240,85,42,141,4,4,276
13825,0,0,0,0,0,0
138252,0,9,0,3,35,47
138258,286,175,141,17,167,786
138259,150,1,15,0,5,171
138262,272,87,143,10,14,526
138263,243,19,121,7,19,409
138264,0,119,0,10,34,163
138267,258,124,143,11,70,606
138269,138,25,143,7,33,346
138272,270,100,0,4,18,392
138276,288,251,144,27,201,911
138277,289,233,143,30,185,880
138278,248,63,0,11,64,386
138279,398,153,144,24,124,843
138280,283,140,0,20,113,556
138289,0,50,2,5,0,57
138290,560,326,281,59,274,1500
138294,0,5,0,0,0,5
138296,1733,754,529,121,449,3586
138297,277,79,141,11,41,549
138309,206,30,4,4,8,252
138311,1687,1024,712,65,802,4290
138316,166,23,4,9,9,211
138317,72,4,143,3,5,227
138329,286,85,118,16,84,589
138340,38,0,0,0,0,38
138364,287,150,141,24,156,758
138378,111,0,2,0,0,113
138379,527,1,30,5,115,678
138384,2012,83,25,136,1417,3673
138411,284,134,143,21,108,690
138456,80,1,40,1,5,127
138494,0,275,73,31,0,379
138496,11,0,0,0,0,11
138520,936,550,290,66,346,2188
13853,0,0,0,0,0,0
13855,0,0,0,0,0,0
13857,1750,49,72,18,401,2290
138671,285,178,141,17,244,865
13868,1158,6,103,1,222,1490
138689,667,1,15,0,80,763
138709,41,8,123,3,63,238
138711,286,77,132,10,130,635
138716,267,223,126,29,127,772
138726,196,59,139,4,34,432
138729,279,156,2,22,62,521
138731,153,69,143,8,50,423
138737,226,64,141,8,23,462
138738,395,110,146,1,79,731
138741,42,6,0,2,1,51
138746,0,131,141,4,0,276
138750,207,89,137,13,27,473
138752,5,56,64,4,2,131
138754,0,1308,715,97,0,2120
138755,0,3,78,4,0,85
138756,0,4,72,1,0,77
138758,348,146,89,10,87,680
13876,848,87,109,22,139,1205
138762,92,43,95,5,6,241
138776,130,36,96,3,48,313
138781,40,8,132,1,4,185
138782,0,120,101,6,0,227
138783,250,94,141,4,145,634
138787,139,133,18,12,20,322
138788,253,131,128,10,37,559
138789,508,126,287,18,162,1101
138790,572,420,287,58,354,1691
138796,514,284,141,20,156,1115
138797,1,336,80,37,0,454
138798,1199,439,495,52,238,2423
138810,264,18,138,2,12,434
138823,572,60,106,0,343,1081
138828,351,41,0,1,65,458
138829,175,5,47,0,6,233
138830,40,1,0,0,5,46
138833,277,53,123,5,60,518
138839,106,16,0,0,189,311
138841,251,1,0,0,13,265
138847,16,2,13,0,1,32
13886,0,0,0,0,0,0
138860,306,171,67,1,255,800
138866,167,39,0,1,38,245
138868,118,31,0,3,5,157
138871,286,230,144,25,274,959
138873,205,3,0,0,11,219
138881,286,117,144,14,184,745
138886,280,62,127,6,147,622
138890,171,1,0,0,87,259
138891,381,138,76,1,240,836
138892,19,0,0,0,19,38
138915,535,49,2,11,119,716
138961,525,0,0,1,49,575
138965,632,9,90,5,198,934
138997,721,0,20,22,116,879
138999,0,23,74,3,0,100
139007,1217,41,0,0,0,1258
139034,274,1,56,1,16,348
13904,0,0,164,8,0,172
139070,73,0,0,4,1,78
139080,8,0,0,0,0,8
139082,263,23,0,6,27,319
13911,1802,15,4,5,214,2040
139190,616,393,100,15,1,1125
139195,567,556,543,41,183,1890
139201,299,5,0,0,0,304
139213,181,1,74,0,27,283
13927,0,0,0,0,0,0
139285,378,46,136,10,33,603
139327,771,1,33,2,32,839
139340,535,4,104,1,90,734
139365,88,2,0,1,99,190
139377,12,0,0,0,1,13
139382,286,9,141,0,172,608
139389,254,106,2,0,81,443
139401,62,5,0,0,4,71
139405,0,0,0,0,0,0
139409,384,225,10,0,313,932
139415,282,129,17,0,147,575
139421,331,258,105,1,132,827
139424,13,1,0,1,4,19
139425,210,47,108,6,47,418
139428,288,172,134,22,235,851
13943,0,0,0,0,0,0
139442,223,69,35,4,28,359
139446,288,6,40,5,67,406
139447,12,2,0,0,1,15
139449,288,203,0,0,267,758
139451,288,77,121,7,151,644
139460,988,250,123,0,192,1553
139464,543,16,0,3,16,578
139484,0,106,20,9,0,135
139490,1,2,17,3,12,35
139498,270,144,143,15,75,647
139504,788,245,346,30,87,1496
139508,146,37,119,6,12,320
139509,202,117,141,5,48,513
139514,236,55,119,8,31,449
139521,264,113,4,13,14,408
139524,51,12,112,1,8,184
139526,260,112,143,10,52,577
139531,151,46,143,2,33,375
139533,127,29,121,1,8,286
139537,287,189,143,20,130,769
139541,158,56,129,9,29,381
139542,30,1,0,0,1,32
139550,34,1,0,3,1,39
139558,528,131,284,14,85,1042
139628,339,215,55,1,126,736
139752,296,6,63,8,223,596
13977,621,12,1996,53,0,2682
139811,1,0,22,0,0,23
139817,48,1,0,0,2,51
139844,301,18,24,1,19,363
139884,0,0,0,0,0,0
13994,0,0,0,0,0,0
139940,280,45,140,1,64,530
139946,486,13,24,0,149,672
139947,0,0,99,0,0,99
139949,125,1,78,0,55,259
139951,288,114,144,15,243,804
139952,286,20,60,4,230,600
139955,288,78,144,5,250,765
139956,0,1,0,0,0,1
139957,242,17,128,4,11,402
139958,222,56,100,1,102,481
139962,154,16,107,0,82,359
139963,276,36,126,1,211,650
139967,288,65,134,3,130,620
139971,288,55,4,14,205,566
139972,129,34,89,2,86,340
139977,286,123,144,11,228,792
139978,214,12,96,0,22,344
139981,288,193,144,3,222,850
139982,355,133,0,4,291,783
139989,792,85,429,5,308,1619
13999,273,0,292,10,0,575
14,435,0,0,1,1,437
140004,116,0,0,0,1,117
140014,105,81,0,0,94,280
140031,180,9,0,2,7,198
140052,0,0,0,0,0,0
140061,962,127,48,0,0,1137
14007,494,9,0,1,34,538
140096,456,12,2,32,54,556
140116,178,29,0,3,8,218
140120,279,172,144,20,131,746
140122,264,100,141,11,251,767
140129,231,95,125,7,29,487
140137,157,32,143,10,30,372
140139,272,86,141,11,75,585
140145,2,1,0,0,0,3
140158,286,183,144,21,117,751
140164,286,195,144,19,145,789
14017,0,0,0,0,0,0
140171,228,80,125,12,37,482
140188,185,25,125,4,14,353
140189,285,119,110,17,52,583
140197,286,232,141,23,151,833
140242,59,15,29,1,8,112
140243,499,19,64,16,232,830
1403,5966,563,435,6,3105,10075
140308,1179,129,16,5,7,1336
140310,54,85,15,0,6,160
140312,348,83,0,0,5,436
140313,517,14,19,0,2,552
140314,931,111,115,0,3,1160
140315,376,30,4,0,1,411
140316,295,78,0,0,3,376
140317,3591,869,163,9,247,4879
140384,288,188,144,17,260,897
140385,288,55,144,3,262,752
140389,294,23,80,0,17,414
140401,190,19,107,4,80,400
140405,62,23,49,1,20,155
14041,0,0,0,0,0,0
140429,415,97,24,0,125,661
140443,444,8,79,0,54,585
140446,249,16,0,0,8,273
140448,288,258,144,35,262,987
140452,288,124,144,20,207,783
140457,0,52,110,4,0,166
140460,17,9,0,0,2,28
140464,278,1,144,1,78,502
140469,288,201,144,35,250,918
140475,268,174,0,1,199,642
140479,1,0,0,0,1,2
14048,0,0,0,0,0,0
140481,345,107,86,0,198,736
140500,113,0,0,4,8,125
14051,9262,941,420,73,4674,15370
14061,70036,11823,4476,5702,29962,121999
140647,172,4,0,0,0,176
140681,288,187,143,20,120,758
14072,77,0,0,0,0,77
140726,1153,114,4,1,4,1276
140876,572,518,18,39,479,1626
14090,0,0,0,0,0,0
140927,497,2,98,0,35,632
140966,20,117,6,4,75,222
141014,0,23,74,1,0,98
141016,556,1,78,0,13,648
14102,1982,20,68,8,485,2563
14103,0,0,0,0,0,0
141039,5,0,0,0,1,6
141049,32,1,0,0,1,34
14106,0,0,0,0,0,0
141065,286,156,24,0,217,683
141067,243,16,94,4,44,401
141069,195,146,0,3,116,460
141071,340,156,6,2,218,722
141074,250,116,13,0,77,456
141077,288,53,119,2,38,500
141078,62,8,54,1,16,141
141082,276,39,0,9,111,435
141083,181,58,0,9,37,285
141092,288,135,144,12,188,767
141098,535,232,89,1,265,1122
1411,66,0,2,0,0,68
141105,265,113,40,1,152,571
141107,146,26,27,0,55,254
141127,278,207,4,1,243,733
141130,111,9,80,1,16,217
141134,288,358,144,13,213,1016
141139,27,0,0,0,4,31
141145,288,77,144,16,223,748
141152,568,23,96,13,287,987
14117,5295,2132,859,122,2180,10588
141243,30,4,0,1,1,36
141248,115,2,0,0,9,126
141249,268,139,108,4,83,602
141254,164,24,2,5,50,245
141262,121,25,129,2,8,285
141271,1,88,26,14,61,190
141281,83,16,132,2,18,251
141292,235,63,0,4,18,320
141300,271,147,144,14,106,682
141301,126,14,143,1,21,305
141303,286,273,113,26,126,824
14131,0,0,0,0,0,0
141314,0,152,76,8,0,236
141321,280,139,144,21,110,694
141322,288,108,143,5,175,719
141323,209,50,139,8,31,437
141324,250,110,143,13,107,623
14140,0,0,0,0,0,0
14143,0,0,0,0,0,0
141461,698,322,30,26,264,1340
141492,257,223,143,17,160,800
1415,0,0,0,0,0,0
141512,84,47,0,6,11,148
14155,0,0,0,0,0,0
141574,286,137,143,11,103,680
141596,558,278,123,1,259,1219
141598,282,73,29,18,59,461
141600,126,12,94,3,16,251
141601,96,117,2,0,41,256
141607,286,206,144,19,254,909
141616,574,114,99,16,425,1228
141631,67,6,0,0,9,82
141634,284,134,76,3,135,632
14164,0,0,0,0,0,0
14169,110,2,0,1,1,114
14174,0,0,0,0,0,0
14178,0,0,0,0,0,0
14188,716,15,2,2,152,887
14200,0,0,0,0,0,0
14209,6,0,0,0,0,6
1423,0,0,0,0,0,0
14230,1584,18,4,9,111,1726
14232,1197,192,253,20,63,1725
14234,43,38,23,7,0,111
14237,1,0,47,0,0,48
14241,0,0,0,0,0,0
14259,4944,2251,669,195,1334,9393
14263,0,0,0,0,0,0
14265,10137,729,1141,53,600,12660
14282,977,33,28,13,159,1210
14288,11,0,0,0,0,11
14291,11419,481,2767,444,7633,22744
14325,0,0,0,0,0,0
14333,0,0,0,0,0,0
14340,75,4,2,13,0,94
14348,0,0,0,0,0,0
14363,0,0,0,0,0,0
14366,0,9,0,0,0,9
14368,0,0,0,0,0,0
14369,0,0,0,0,0,0
14371,0,0,0,0,0,0
14374,0,0,349,0,0,349
14381,94,2,0,0,0,96
14382,0,0,0,0,0,0
1441,0,0,0,0,0,0
14430,85,0,215,1,0,301
14438,0,0,0,0,0,0
14453,0,0,0,0,0,0
14457,569,1,139,11,31,751
14463,1832,15,113,24,158,2142
14464,35,0,32,0,0,67
14477,0,0,81,0,0,81
1448,0,0,0,0,0,0
14488,0,0,0,0,0,0
14492,0,0,0,0,0,0
14511,0,0,0,0,0,0
14512,0,0,0,0,0,0
14529,0,0,0,0,0,0
14543,0,0,0,0,0,0
14559,0,0,0,0,0,0
14569,714,0,0,0,0,714
14574,0,0,0,0,0,0
14609,120,0,0,4,1,125
14615,279,3,1284,80,4,1650
14618,44908,11662,821,1957,21719,81067
14636,0,0,0,0,0,0
14640,0,0,0,0,0,0
14654,0,0,0,0,0,0
14671,0,0,61,1,0,62
14677,1044,72,117,9,647,1889
14696,156,0,0,0,11,167
14703,0,0,0,0,0,0
14735,0,0,130,0,0,130
14749,0,0,0,0,0,0
14750,0,0,22,1,0,23
14760,0,0,0,0,0,0
14773,0,0,0,0,0,0
14775,0,0,0,0,0,0
14793,0,0,0,0,0,0
14828,1,0,0,0,0,1
14840,7035,247,572,118,1454,9426
14860,0,0,0,0,0,0
14868,12463,711,560,286,4117,18137
14869,0,0,0,0,0,0
14901,419,1,0,0,42,462
14921,441,2,0,1,30,474
14928,0,0,93,0,0,93
14955,0,0,0,0,0,0
14971,782,1,17,4,100,904
14977,0,0,0,0,0,0
14978,0,0,10,2,0,12
15003,0,0,0,0,0,0
15011,0,0,0,0,0,0
15024,0,0,0,0,0,0
15036,0,0,0,0,0,0
15054,0,0,0,0,0,0
15065,0,3,559,18,0,580
15081,0,0,0,0,0,0
15100,0,0,0,0,0,0
15102,1245,30,6,3,255,1539
15108,0,0,0,0,0,0
15119,0,0,0,0,0,0
15121,0,0,0,0,0,0
15123,420,8,174,34,174,810
15129,0,0,0,0,0,0
15142,0,0,0,0,0,0
15146,1,0,0,0,0,1
15153,188,0,149,0,0,337
15164,0,0,0,0,0,0
15165,0,0,0,0,0,0
15169,21793,8931,2731,669,1303,35427
15171,0,0,0,0,0,0
15177,1061,6,8,4,63,1142
15191,720,65,141,29,399,1354
15196,208,0,0,0,1,209
15199,204,0,0,0,1,205
15216,0,0,0,0,0,0
15221,0,0,0,0,0,0
15247,1556,4,0,10,14,1584
15250,0,0,0,0,0,0
15256,291,5,0,0,3,299
15267,0,0,0,0,0,0
15290,1053,7,62,17,28,1167
15296,803,2,0,2,29,836
15305,3504,23,256,21,288,4092
15311,2203,827,284,26,594,3934
15313,0,0,175,0,0,175
15318,779,26,23,0,1,829
15320,164,0,405,1,0,570
15321,2343,116,142,20,312,2933
15322,0,0,0,0,0,0
15326,256,0,0,0,11,267
15335,0,0,0,0,0,0
15350,0,0,0,0,0,0
15366,0,0,188,0,0,188
15372,0,0,0,0,0,0
15378,0,0,8,0,0,8
15383,0,0,51,0,0,51
15397,1,0,29,0,0,30
15405,663,2,4,0,70,739
15419,2157,10,162,33,519,2881
15425,95,0,261,0,15,371
15433,2552,16,94,2,161,2825
15435,0,0,165,0,0,165
15440,3870,22,252,3,384,4531
15451,18,1,0,0,0,19
15466,55,1,17,0,0,73
15468,19,21,8,10,0,58
15471,937,12,149,0,97,1195
15480,0,0,115,0,0,115
15488,0,0,0,0,0,0
15502,12839,4288,1011,77,10087,28302
15516,0,0,386,0,0,386
15525,2,0,17,11,5,35
15542,0,0,80,0,0,80
15547,3,0,189,1,1527,1720
15557,4590,0,971,4,111,5676
15580,4,0,0,0,0,4
15582,443,4,28,10,0,485
15589,8580,1703,816,18,765,11882
156,0,0,0,0,0,0
15600,17,0,268,22,2874,3181
15605,1236,26,190,5,83,1540
15614,0,0,105,14,15,134
15617,0,0,20,11,132,163
15623,293,0,73,1,707,1074
15625,0,0,0,0,0,0
15659,2692,138,515,8,227,3580
15663,825,6,0,0,25,856
15673,56,17,55,0,0,128
15675,281,0,33,0,11,325
15699,0,0,0,0,0,0
15704,6,0,317,28,364,715
15735,19111,777,1048,37,1271,22244
15744,0,0,0,0,0,0
15751,1729,162,12,23,1209,3135
15763,1635,0,294,0,15,1944
15765,1103,90,298,3,120,1614
15774,2,0,141,0,7,150
15782,5429,6,924,6,430,6795
15796,0,0,184,0,1047,1231
158,0,0,2,0,0,2
15806,1134,52,18,0,604,1808
15830,1876,63,313,33,34,2319
15844,731,8,33,0,67,839
15886,0,4,0,0,0,4
15892,30,1,0,0,1,32
15899,28,2,26,0,2,58
159,0,0,0,0,0,0
15925,1507,8,69,1,37,1622
15935,8,0,271,0,24,303
15941,151,0,4,1,98,254
15943,0,0,65,0,0,65
15955,0,0,17,13,87,117
15958,0,0,300,15,877,1192
15962,265,1,1096,18,273,1653
15965,1061,116,101,3,16,1297
15994,478,2,19,5,55,559
160,0,0,0,0,0,0
16006,0,0,204,1,4,209
16019,0,0,680,10,113,803
16024,930,2,103,0,21,1056
16030,0,0,4,0,0,4
16082,2,0,0,0,0,2
16086,22243,427,1400,91,5219,29380
16095,1623,301,158,7,49,2138
16097,276,2,796,10,1004,2088
1611,0,0,0,0,0,0
16117,2040,14,238,6,669,2967
16143,0,33,9,0,0,42
16154,0,0,95,0,102,197
16175,1439,43,10,1,250,1743
16178,5,0,215,9,924,1153
16185,1076,65,121,3,359,1624
16191,435,24,74,0,20,553
16202,394,0,434,21,1710,2559
16205,378,63,50,1,1,493
16206,0,0,109,0,0,109
16211,0,0,8,0,0,8
16232,30976,957,2103,113,16930,51079
16234,584,90,46,1,338,1059
16245,0,0,289,0,0,289
16246,0,0,152,6,48,206
16247,522,103,0,2,364,991
16276,37011,8673,2462,875,13181,62202
16281,0,0,0,0,0,0
16283,0,0,11,0,0,11
16285,0,0,0,0,0,0
16302,18,5,4,0,0,27
16316,1384,1,158,0,49,1592
16345,0,214,28,11,0,253
16347,0,0,2,0,7,9
16353,0,0,0,0,0,0
16354,0,0,0,0,0,0
16367,0,0,0,0,0,0
16371,0,0,213,0,1,214
16391,0,0,0,0,0,0
16397,4050,79,373,142,158,4802
16399,0,0,0,0,0,0
1640,3687,9,10,14,472,4192
16413,139,0,0,0,0,139
1643,0,1,60,1,0,62
16430,0,0,0,0,0,0
16433,0,0,34,0,0,34
16438,976,4,8,1,164,1153
16462,310,0,0,0,52,362
16468,0,0,0,0,0,0
16478,34,0,0,0,6,40
16492,0,1,0,0,0,1
16495,0,0,0,0,0,0
16504,466,5,513,16,20,1020
16509,120543,35076,3763,3715,54953,218050
1651,0,0,0,0,0,0
16519,0,0,0,0,0,0
16524,571,5,0,1,33,610
16527,0,0,0,0,0,0
