asn,google_avg_hit_rate,facebook_avg_hit_rate,wikipedia_avg_hit_rate,imgur_avg_hit_rate,youtube_avg_hit_rate,avg_hit_rate
10197,4.859999999999999,0.0,0.0,0.0,0.031818181818181815,0.9783636363636363
10199,5.208076923076922,1.095,0.026538461538461535,0.6411538461538462,0.01346153846153846,1.3968461538461534
10212,0.87,0.0,0.0,0.0,0.0,0.174
10214,24.9125,24.042500000000004,7.1175,20.8325,24.912499999999998,20.3635
10217,0.52,18.577499999999997,21.0075,13.54,0.0,10.729
10222,72.05,0.175,0.0,18.75,8.85,19.964999999999996
10225,0.0,3.1260000000000003,11.803999999999998,4.168000000000001,0.0,3.8196
10226,31.71967741935484,0.01129032258064516,0.06709677419354838,1.7477419354838712,2.6325806451612896,7.235677419354839
10242,0.0,0.0,0.0,0.0,0.0,0.0
10249,0.0,0.0,12.234761904761905,0.19857142857142857,0.0,2.486666666666667
10279,5.1915,0.0,0.06899999999999999,0.0,0.0,1.0520999999999998
103,0.0,0.0,0.0,0.0,0.0,0.0
10318,4.450399556048816,1.1451498335183166,1.3078024417314116,1.6694672586015542,1.4803773584905615,2.0106392896781315
10326,0.0,0.0,0.0,0.0,0.0,0.0
10352,0.2224,0.0,2.7504000000000004,0.0,0.0,0.5945600000000001
10361,56.6,2.08,0.0,12.5,5.21,15.278
10364,0.0,0.0,0.0,0.0,0.0,0.0
10367,0.0,0.020588235294117647,16.13529411764706,2.9411764705882355,0.0,3.8194117647058823
10384,0.0,0.0,0.0,0.0,0.0,0.0
10392,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
10412,8.996363636363638,0.0790909090909091,4.545454545454546,1.1363636363636365,0.031818181818181815,2.9578181818181823
10421,0.0,0.0,0.0,0.0,0.0,0.0
10423,0.0,0.0,0.0,0.0,0.0,0.0
10429,7.386059602648891,0.9437334437086,0.6191432119205296,1.8178559602649036,2.456870860927177,2.6447326158940205
10430,15.382191780821913,0.3426027397260278,0.15191780821917805,0.05712328767123288,2.026575342465753,3.592082191780821
10439,0.0,0.0,0.0,0.0,0.0,0.0
10448,0.0,0.0,0.0,0.0,0.0,0.0
10455,0.0,0.0,0.0,0.0,0.0,0.0
10481,5.270305232558122,1.5436337209302213,1.2231540697674443,1.7321366279069808,1.2293750000000043,2.199720930232554
10507,4.050933333333335,0.03706666666666667,0.0,0.0,0.009333333333333332,0.819466666666667
10508,0.0,0.0,0.0,0.0,0.0,0.0
10546,0.0,0.0,0.0,0.0,0.0,0.0
10594,22.623846153846152,0.7746153846153846,7.9592307692307696,9.294615384615385,7.346153846153846,9.599692307692306
10617,8.76076923076923,1.6461538461538445,1.4566433566433563,1.7774825174825173,0.303566433566434,2.7889230769230764
10631,0.0,0.0,0.0,0.0,0.0,0.0
10670,4.699999999999999,0.0,0.0,0.0,0.02692307692307692,0.9453846153846153
10674,0.0,0.0,0.09857142857142856,0.0,0.024999999999999998,0.02471428571428571
10689,0.0,0.0,0.11499999999999999,0.0,0.0,0.023
10695,0.0,0.0,0.0,0.0,0.0,0.0
10697,1.04,0.69,13.19,0.0,0.0,2.984
10750,0.0,0.0,0.0,0.0,0.0,0.0
10753,7.358461538461537,1.081538461538462,0.4538461538461538,2.564230769230769,0.0,2.2916153846153846
10755,0.0,0.0,0.0,0.0,0.0,0.0
10778,3.5337096774193544,1.2598387096774177,3.2482258064516127,0.33596774193548384,0.7338709677419355,1.8223225806451608
10796,12.180822538860133,0.1754576856649425,2.4394624352331866,1.3224417098445622,3.6681174438685487,3.9572603626942753
10821,0.0,0.0,0.0,0.0,0.0,0.0
10834,4.008161764705875,2.2466544117647085,2.7238970588235327,1.317463235294118,0.8640808823529377,2.2320514705882344
10835,7.129062499999999,0.17374999999999996,0.8678125,1.301875,3.765,2.6475
10837,0.0,0.0,0.0,0.0,0.0,0.0
10838,0.564375,0.04375,7.116874999999999,2.34375,0.0,2.01375
10865,28.471666666666668,0.6933333333333334,2.891666666666667,0.0,9.375,8.286333333333333
10879,0.0,0.0,0.0,0.0,0.0,0.0
10881,7.502318840579716,0.25130434782608696,0.7842028985507242,0.4830434782608695,0.1663768115942028,1.8374492753623202
10882,0.0,0.0,33.160000000000004,19.7925,0.0,10.5905
109,3.336949152542371,0.02355932203389831,0.0,0.0,0.3591525423728814,0.7439322033898301
10929,20.7935294117647,1.195,1.6741176470588233,0.36764705882352944,3.2579411764705886,5.457647058823528
10947,25.69578947368422,0.40210526315789474,2.8873684210526314,0.0,6.761578947368421,7.149368421052634
10952,0.0,0.0,0.0,0.0,0.0,0.0
10954,9.485263157894737,0.6452631578947366,1.742280701754386,0.877543859649123,0.05491228070175439,2.5610526315789475
10958,0.0,0.0,0.0,0.0,0.0,0.0
10967,9.567777777777778,0.07666666666666666,0.0,0.0,0.4244444444444444,2.013777777777778
10971,0.0,0.0,0.0,0.0,0.0,0.0
10973,23.698749999999997,0.26125000000000004,3.12375,2.6050000000000004,10.0275,7.943250000000001
10980,24.791999999999998,0.0,1.9439999999999997,0.0,0.9019999999999999,5.5276
10991,0.0,0.0,0.0,4.17,0.0,0.834
10993,0.0,0.0,0.97,0.0,2.154,0.6247999999999999
10996,27.12384615384614,0.33423076923076916,1.5488461538461538,0.9615384615384616,2.4565384615384613,6.484999999999997
1101,0.0,0.0,0.0,0.0,0.0,0.0
11014,11.68563025210084,4.213193277310924,2.8710084033613446,9.103697478991608,1.753109243697479,5.925327731092439
11015,0.0,0.0,0.0,0.0,0.0,0.0
1103,0.9477083333333329,0.0,1.2473437499999995,0.0,0.34385416666666657,0.5077812499999999
11030,6.165000000000001,0.0,0.08625,0.0,0.6075,1.37175
11038,29.757000000000005,2.5700000000000007,11.456999999999999,16.250999999999998,13.855,14.778
11039,0.35,0.0,0.0,0.0,0.0,0.06999999999999999
11042,0.0,0.0,0.0,0.0,0.0,0.0
11045,13.342857142857142,0.14857142857142858,2.6785714285714284,1.1914285714285715,1.7857142857142858,3.8294285714285707
11046,20.256666666666664,0.6933333333333334,14.586666666666668,0.0,3.8200000000000003,7.871333333333332
11050,0.0,0.0,0.0,0.0,0.0,0.0
11062,0.0,0.0,0.3961904761904762,0.0,0.0,0.07923809523809525
11071,28.293428571428585,0.24828571428571422,0.436,1.1905714285714286,6.716,7.376857142857145
11078,0.0,0.0,0.0,0.0,0.0,0.0
11080,30.90285714285714,0.3485714285714286,0.4942857142857143,0.5957142857142858,5.008571428571428,7.469999999999999
11094,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0
11109,0.0,0.0,0.0,0.0,0.0,0.0
11114,4.278,0.0,0.0,0.0,0.1252,0.88064
11118,1.16,0.0,2.3166666666666664,0.0,0.0,0.6953333333333334
11123,0.0,0.0,1.5422222222222222,3.2411111111111115,0.0,0.9566666666666667
11126,0.0,0.0,0.0,0.0,0.0,0.0
11127,0.0,0.0875,0.52,0.0,0.0,0.12150000000000001
11138,0.0,0.0,0.0,0.0,0.0,0.0
11142,0.0,0.0,0.0,0.0,0.0,0.0
11152,0.0,0.0,0.0,0.0,0.0,0.0
11172,0.0,0.0,0.0,0.0,0.0,0.0
11178,0.35,0.0,13.195,0.0,0.0,2.709
11183,0.0,0.0,0.08625,0.0,0.0,0.017249999999999998
11191,32.970638297872334,4.890638297872338,8.451914893617017,4.4331914893617,17.308723404255325,13.611021276595745
11195,18.46636363636364,0.3154545454545455,8.394545454545453,0.7572727272727273,8.01909090909091,7.190545454545455
11197,0.0,0.0,0.0,0.0,0.0,0.0
11203,26.942,8.126000000000001,1.1099999999999999,0.0,6.736,8.582799999999999
11206,0.0,0.0,0.0,0.0,0.0,0.0
11214,0.0,0.0,0.0,0.0,0.0,0.0
11215,0.0,0.0,0.0,0.0,0.0,0.0
11232,0.0,0.0,0.0,0.0,0.0015837104072398188,0.0003167420814479638
11233,25.541111111111107,1.4666666666666668,1.1566666666666665,0.0,9.56777777777778,7.546444444444444
11240,0.0,0.0,0.129375,0.0,0.0,0.025875
11245,0.0,0.0,0.0,0.0,0.0,0.0
11252,0.0,0.0,0.0,0.0,0.0,0.0
11260,29.821062355658217,1.3823556581986247,3.004572748267912,0.7698383371824481,7.407667436489596,8.47709930715936
11269,0.0,0.0,2.0816666666666666,0.0,0.0,0.41633333333333333
11272,0.18511111111111112,0.0,0.0,0.0,0.0,0.03702222222222222
11279,3.8880000000000003,0.0,0.0,0.0,0.0,0.7776000000000001
11283,11.46,0.0,0.0,0.0,2.78,2.848
11290,33.71977272727273,2.8547727272727297,3.57000000000001,0.6628977272727273,14.306988636363627,11.022886363636365
11315,4.145624999999998,0.1415625,0.0,1.4325,1.9959375,1.5431249999999996
11318,5.353333333333333,0.0,0.0,0.0,0.0,1.0706666666666664
11320,0.0,0.0,0.0,0.0,0.0,0.0
1133,0.0,0.0,0.0,0.0,0.0,0.0
11338,24.864634146341462,0.017073170731707315,2.4051219512195123,2.743658536585366,3.167560975609756,6.639609756097561
11340,1.8079310344827586,1.1134482758620692,0.8848275862068969,0.2872413793103448,0.08344827586206896,0.8353793103448277
11348,0.0,0.0,0.0,0.0,0.0,0.0
11351,0.8059846827133451,0.003998905908096278,3.4451039387308144,0.8092505470459531,0.00019146608315098466,1.012905908096272
11353,0.0,0.0,0.0,0.0,0.0,0.0
1136,0.0,0.0,3.409591280653952,0.0,0.0,0.6819182561307904
11381,19.097,0.139,5.069,17.917,6.181,9.6806
11404,23.372129629629626,2.348024691358029,3.8120987654321112,3.7167901234567995,12.140956790123438,9.078
11414,0.865,0.0,0.0,16.665,0.52,3.6099999999999994
11417,0.0,0.0,0.0,0.0,0.0,0.0
11419,10.647727272727279,0.3366666666666669,1.5046969696969696,1.9575757575757577,0.44742424242424295,2.978818181818183
11426,14.53161471640261,0.3723300970873835,3.8353755748594383,2.144169647419523,7.000051098620424,5.576708226877876
11427,0.061758130081300815,0.0,0.0,0.0508130081300813,0.0,0.022514227642276424
11432,17.83852272727273,0.8910227272727261,3.4169318181818173,9.754090909090907,9.643068181818185,8.308727272727273
11442,13.267368421052629,0.018421052631578946,0.03631578947368421,0.0,0.20052631578947366,2.7045263157894732
11448,0.0,0.0,0.0,0.0,0.0,0.0
11452,0.0,0.0,0.0,0.0,0.0,0.0
11472,35.33,0.1725,0.0,0.0,0.52,7.2045
11478,28.376896551724137,3.5803448275862064,1.0524137931034487,1.293103448275862,3.8793103448275867,7.636413793103449
11486,0.0,0.0,0.0,0.0,0.0,0.0
11492,19.829492227979312,0.10845595854922237,0.2783523316062174,1.7748290155440474,2.557046632124329,4.909635233160626
11514,7.57,3.8879999999999995,0.0,11.668000000000001,0.9019999999999999,4.8056
11524,0.0,0.0,16.169999999999998,0.8928571428571429,0.0,3.412571428571428
11525,0.0,0.0,0.0,0.0,0.0,0.0
11536,0.0,0.0,0.0,0.0,0.0,0.0
11550,0.0,0.0,1.9705405405405405,0.0,0.0,0.3941081081081081
11577,0.0,0.0,0.0,0.0,0.0,0.0
11584,0.0,0.0,0.0,0.0,0.0,0.0
11589,0.0,0.0,0.13799999999999998,2.5,0.0,0.5276
11590,4.268999999999999,0.0,0.0,0.0,0.0,0.8537999999999999
11594,0.0,0.0,0.0,0.0,0.0,0.0
11597,0.0,0.0,0.0,0.0,0.0,0.0
11601,23.304444444444446,0.11555555555555556,2.0044444444444447,0.4633333333333333,0.9255555555555556,5.362666666666668
11606,0.0,0.0416,1.8595999999999993,0.1668,0.0,0.41359999999999986
11607,0.0,0.0,0.0,0.0,0.0,0.0
11620,13.123,5.452,6.805,1.6670000000000003,4.132,6.2358
11623,0.7525,0.0,0.405,0.0,0.0,0.23149999999999998
11624,22.88545454545454,0.06363636363636363,2.020909090909091,0.7581818181818182,1.0718181818181816,5.359999999999998
11649,4.99125,0.17375,0.0,0.0,0.0,1.033
11650,0.0,0.0,0.0,0.0,0.0,0.0
11659,0.0,0.0,0.0,0.0,0.0,0.0
11663,7.636666666666667,0.11666666666666665,0.0,0.0,0.0,1.5506666666666666
11664,5.357934508816103,1.9555415617128535,1.6808060453400528,1.3855163727959692,1.1166750629722968,2.299294710327455
11668,0.0,0.0,1.1566666666666665,0.0,0.0,0.2313333333333333
11681,29.939999999999998,0.6946153846153845,4.647692307692308,5.769230769230769,10.31,10.272307692307692
11686,1.0861627906976743,0.008023255813953488,0.9770930232558139,0.0,0.016162790697674418,0.41748837209302325
11691,29.4275,0.6075,0.0,12.5,7.2925,9.9655
11693,0.046,0.0,0.0,0.0,0.0,0.0092
11698,0.0,0.0,0.0,0.0,0.0,0.0
11708,0.0,0.0,0.0,0.0,0.0,0.0
11711,0.0,0.0,0.0,0.0,0.0,0.0
11714,0.0,0.0,0.0,0.0,0.0,0.0
11722,24.73346153846154,1.4288461538461539,15.490384615384613,0.0,9.681538461538464,10.266846153846155
11727,26.590833333333332,0.9258333333333333,0.057499999999999996,1.7358333333333331,6.944166666666667,7.250833333333333
11738,0.0,0.0,0.0,0.0,0.0,0.0
11741,27.083333333333336,0.03888888888888889,0.0,1.3888888888888888,2.4688888888888894,6.196000000000001
11745,0.0,0.0,0.0,0.0,0.0,0.0
11763,0.0,0.0,0.0,0.0,0.0,0.0
11776,21.698617886178827,0.12115853658536542,3.414654471544715,0.8047154471544693,4.572713414634163,6.122371951219508
11796,0.00564516129032258,0.0,0.17354838709677423,0.0,0.0,0.03583870967741936
11802,17.881363636363634,0.07909090909090909,7.891818181818182,1.3254545454545452,1.3104545454545458,5.697636363636363
11808,25.23,0.0,0.0,0.0,0.0,5.046
11809,0.0,0.0,0.0,0.0,0.0,0.0
11814,24.419999999999998,0.0,0.6933333333333334,0.0,0.81,5.184666666666666
11815,5.408085106382979,4.151489361702126,2.4229787234042552,8.067659574468086,2.3702127659574472,4.484085106382979
11827,16.77,0.10400000000000001,0.0,0.834,4.34,4.409599999999999
11831,4.444,0.06999999999999999,0.0,0.0,2.6039999999999996,1.4236
11834,0.0,0.0,0.0,6.25,0.0,1.25
11835,27.706031746031744,0.16539682539682535,4.993333333333332,1.3888888888888888,1.9334920634920638,7.237428571428571
11844,26.24781249999999,0.0759375,12.282187500000001,0.390625,2.7018750000000002,8.339687499999998
11847,0.7033333333333334,0.03564102564102564,15.099230769230777,1.0687179487179488,0.0,3.381384615384617
11870,8.074166666666668,0.0,0.0,0.0,0.0,1.6148333333333338
11872,0.0,0.0,0.0,0.0,0.0,0.0
11878,0.0,0.0,0.0,0.0,0.0,0.0
11888,0.0,0.0,0.0,0.0,0.0,0.0
11904,0.0,0.0,0.0,0.0,0.0,0.0
11910,0.0,0.0,0.0,0.0,0.0,0.0
11915,0.39666666666666667,0.0,0.0,0.0,0.0,0.07933333333333334
11921,1.7075000000000002,1.793333333333333,0.4633333333333333,1.0416666666666667,0.057499999999999996,1.0126666666666666
11924,25.263599999999993,0.5276,2.1664,2.6668000000000003,6.3472,7.394319999999999
11949,0.0,0.0,0.0,0.0,0.0,0.0
11955,0.0,0.0,0.0,0.0,0.0,0.0
11961,0.0,0.0,0.0,0.0,0.0,0.0
11970,0.0,0.0,0.0,0.0,0.0,0.0
11971,0.6950000000000001,0.0,0.0,0.0,0.0,0.139
11975,3.067777777777778,0.0,0.0,0.0,0.0,0.6135555555555556
11976,0.0,0.0,0.0,0.0,0.0,0.0
11979,0.0,0.0,0.0,0.0,0.0,0.0
11993,7.021111111111111,0.0,0.0,0.0,0.0,1.4042222222222223
11994,23.181428571428576,5.059523809523809,1.686190476190476,4.761904761904762,7.274761904761904,8.392761904761905
11995,9.026,0.0,0.0,0.0,0.0,1.8052
11998,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.26,0.0,0.0,0.052000000000000005
12005,0.11666666666666665,0.0,0.0,0.0,0.0,0.02333333333333333
12009,18.282173913043476,1.4482608695652177,12.89217391304348,2.3556521739130436,8.59,8.713652173913044
1201,0.0,0.0,0.0,0.0,0.0,0.0
12013,0.0,0.0,0.0,0.0,0.0,0.0
12019,0.0,0.0,0.0,0.0,0.0,0.0
12025,0.0875,0.0,0.0,4.1675,0.0,0.8510000000000002
12033,0.0,0.0,0.7109756097560977,0.0,0.0,0.14219512195121956
12042,0.0,0.0,0.0,0.0,0.0,0.0
12044,36.111666666666665,0.4033333333333333,2.893333333333333,1.3883333333333334,7.291666666666667,9.617666666666667
12046,6.306666666666666,0.29,0.11499999999999999,2.0833333333333335,0.29,1.8169999999999997
12054,11.11,0.0,0.0,0.0,0.0,2.222
12056,0.175,0.0,48.265,10.415,0.0,11.770999999999999
12067,0.0,0.0,0.0,0.0,0.0,0.0
12069,11.861666666666665,0.0,4.281666666666667,1.3883333333333334,2.49,4.004333333333332
12079,0.0,0.0,0.0,0.0,0.0,0.0
12083,0.9596059782608705,0.004252717391304348,0.4480978260869565,0.0,0.06415760869565217,0.2952228260869567
12089,0.0,0.0,0.0,0.0,0.0,0.0
12094,0.0,0.02692307692307692,13.032307692307691,3.5269230769230777,0.0,3.3172307692307696
12097,0.0,0.0,0.0,0.0,0.0,0.0
12118,13.818999999999997,0.034499999999999996,0.0,0.0,0.38199999999999984,2.8470999999999993
12119,0.0,0.0,0.0,0.0,0.0,0.0
12129,0.0,0.0,0.0,0.0,0.0,0.0
1213,9.976822916666668,0.7413541666666661,0.42999999999999977,0.0,0.784687499999999,2.3865729166666663
12132,42.428,1.5259999999999998,4.442000000000001,5.0,14.652000000000001,13.6096
12133,0.0,0.0,0.0,0.0,0.0,0.0
12135,20.139000000000003,0.13899999999999998,19.721999999999998,0.0,5.6610000000000005,9.132200000000001
12145,0.0,0.0,0.0,0.0,0.0,0.0
12148,0.0,0.0,0.0,0.0,0.0,0.0
1215,0.3466666666666667,0.0,0.0,0.0,0.0,0.06933333333333333
12150,11.33884615384616,1.5615384615384613,2.6976923076923076,0.8011538461538461,0.361153846153846,3.352076923076924
12155,0.0,0.0,0.0,0.0,0.0,0.0
12173,0.0,0.0,0.0,0.0,0.0,0.0
12175,30.945121951219523,0.41487804878048784,2.3875609756097558,4.3704878048780476,5.428780487804878,8.709365853658538
12177,0.0,0.0,0.0,0.0,0.0,0.0
12182,0.41600000000000004,0.13799999999999998,0.0,0.0,0.0,0.11080000000000001
12183,21.7,0.5225,21.875,22.9175,8.245,15.052000000000001
12191,0.0,0.0,0.0,0.0,0.0,0.0
122,4.758571428571429,0.049999999999999996,0.0,0.0,0.0,0.9617142857142857
12208,0.8820833333333334,0.0,1.4754166666666668,0.0,0.014583333333333332,0.47441666666666676
1221,22.716927751519247,2.020553679945978,1.0868467251856866,2.7515124915597573,13.772309250506378,8.46962997974341
12217,0.0,0.0,0.0,0.0,0.0,0.0
12231,0.07777777777777778,0.0,0.0,0.0,0.0,0.015555555555555555
12241,0.0,0.0,0.0,0.0,0.0,0.0
12257,0.0,0.0,0.345,0.0,0.0,0.06899999999999999
1226,8.37257142857143,0.13885714285714285,0.0,0.0,0.9525714285714286,1.8928
12261,0.0,0.0,0.5681818181818181,0.0,0.0,0.11363636363636362
12271,0.4429815303430086,0.006675461741424798,4.825435356200499,1.6025725593667595,0.0006926121372031661,1.375671503957779
12282,0.0109375,0.0,1.4312499999999995,0.1303125,0.0,0.3144999999999999
12285,0.0,0.0,0.0,0.0,0.0,0.0
12302,0.09346153846153846,0.0,4.727307692307692,0.08019230769230769,3.191153846153846,1.6184230769230765
12310,20.070394736842097,0.3388157894736847,6.368157894736838,0.5482894736842105,0.9457894736842097,5.654289473684209
12312,16.598031088082877,0.8905181347150237,2.5760103626943005,0.0,0.4282901554404136,4.098569948186523
12322,2.5084615384615425,0.0,1.4665088757396445,0.07396449704142012,0.18899408284023692,0.8475857988165687
12329,31.437692307692316,0.5338461538461536,5.501538461538461,0.9615384615384616,2.885384615384616,8.264000000000001
12334,0.0,0.0,2.13525,0.625,2.9515,1.14235
12337,4.267916666666666,0.0,3.067083333333333,0.0,0.20291666666666663,1.5075833333333333
12338,0.258,0.0,2.0828571428571427,0.8334285714285715,1.9148571428571428,1.0178285714285713
12346,0.0,0.0,17.171818181818182,0.0,0.0,3.4343636363636363
12350,2.7177499999999988,0.0,7.291749999999999,0.10425,5.382,3.0991499999999994
12353,2.364761904761905,0.0,1.1900000000000002,0.0,3.1585714285714293,1.342666666666667
12355,20.30428571428571,0.43023809523809525,4.248095238095237,0.0,0.17357142857142854,5.031238095238095
12357,0.0,0.0,0.345,0.0,2.085,0.48599999999999993
12360,21.807073170731712,0.1695121951219512,4.369512195121951,1.4226829268292682,2.3375609756097555,6.021268292682928
12361,0.0,0.0,3.47,2.085,38.54,8.818999999999999
1237,16.32,0.0,0.69,0.0,1.04,3.6100000000000003
12386,0.0,0.0,52.78,0.0,0.0,10.556000000000001
12389,2.45805479452055,2.306602739726033,4.594410958904113,0.6278630136986302,0.6307123287671232,2.1235287671232896
1239,4.452831541218636,0.014982078853046598,0.5350179211469532,0.17928315412186382,0.44559139784946217,1.1255412186379923
12390,0.0,0.0,14.583333333333334,0.0,0.0,2.916666666666667
12392,0.0,0.0,3.3807070707070688,0.0,0.0,0.6761414141414137
12399,14.23607142857143,0.5449999999999998,2.0085714285714285,0.7439285714285714,0.29821428571428565,3.566357142857143
12406,22.099459459459464,0.36621621621621614,1.2386486486486485,0.9010810810810812,1.6332432432432433,5.2477297297297305
1241,2.2031034482758622,0.0,5.602758620689654,0.0,12.691379310344827,4.099448275862068
12414,0.0,0.0,2.1405555555555553,0.0,0.0,0.42811111111111105
12418,0.0,0.0,0.0,0.0,0.0,0.0
12426,5.4159999999999995,0.0,3.196,0.0,0.20800000000000002,1.764
12430,3.5734177215189904,0.0,2.7746835443038,0.0,3.0429535864978936,1.8782109704641368
12443,1.04,0.35,0.69,0.0,0.35,0.48600000000000004
12445,21.057647058823523,0.6947058823529411,0.0,1.7158823529411766,1.408823529411765,4.975411764705881
12453,11.06,0.09999999999999999,5.655714285714287,0.0,0.0,3.363142857142857
1246,0.08666666666666664,0.0,1.629722222222222,0.1736111111111111,0.0,0.378
12479,1.5179411764705917,0.0,2.471016042780754,0.11141711229946524,2.712754010695186,1.3626256684491995
12481,13.869999999999997,0.9061111111111109,2.8927777777777774,3.4722222222222223,1.6211111111111112,4.552444444444444
1249,0.0,0.0,0.5928571428571429,0.0,0.0,0.11857142857142858
12508,0.0,0.05833333333333333,1.8516666666666666,0.0,0.0,0.382
12513,5.315384615384615,0.0,0.6938461538461538,0.0,1.1753846153846153,1.4369230769230767
12519,0.0,0.0,6.4799999999999995,0.0,0.0,1.2959999999999998
12541,0.0,0.0,0.0,0.0,0.0,0.0
12552,24.429827586206866,1.1735172413793133,6.7616551724138025,0.8620689655172413,4.06475862068965,7.458365517241374
12564,0.0,0.0,0.1725,1.0425,13.5425,2.9515000000000002
1257,15.357683706070354,0.606357827476041,2.2550479233226897,0.4127156549520765,2.5363418530351387,4.2336293929712605
12570,0.0,0.010294117647058823,6.0244117647058815,0.0,0.6944117647058824,1.3458235294117646
12576,3.15207792207792,0.0,0.9828571428571428,0.0,0.2887012987012988,0.8847272727272724
12578,7.778558282208578,0.4867177914110421,5.456963190184059,0.6902760736196315,6.079570552147238,4.09841717791411
12586,11.153999999999998,0.06953846153846154,1.9976923076923077,0.0,2.056615384615384,3.0555692307692306
12597,19.428695652173907,0.0,0.9652173913043481,0.0,0.5591304347826086,4.190608695652173
12605,0.06253731343283582,0.0,4.331641791044774,0.8085074626865671,14.267164179104478,3.893970149253731
12611,31.389824561403515,0.5056140350877196,5.298947368421051,0.21947368421052632,2.229298245614035,7.928631578947369
12615,4.1118421052631575,0.0,6.1031578947368414,0.21921052631578947,9.466315789473684,3.9801052631578946
12618,0.0,0.0,0.0,0.0,0.0,0.0
12620,0.0,0.0,6.736,0.0,3.8200000000000003,2.1112
12626,0.0,0.0,0.8335000000000001,0.0,0.174,0.2015
12629,0.0,0.0,2.78,0.0,0.0,0.5559999999999999
12663,29.283333333333335,0.0,0.0,0.0,0.0,5.856666666666667
12668,0.0,0.35,19.44,0.0,0.0,3.9580000000000006
